fpr,Transformer,Charlson,Elixhauser,llama,Delpi
0.135029354,0.512032159,0.445259988,0.432950382,0.332509243,0.579432098
0.136986301,0.515551991,0.449115001,0.435761842,0.336390448,0.581805868
0.138943249,0.51883746,0.452970015,0.438573302,0.340689646,0.585004603
0.140900196,0.521718114,0.456825029,0.441384762,0.345640736,0.587766884
0.142857143,0.524865447,0.460680043,0.444196222,0.350591826,0.591603875
0.14481409,0.52787944,0.464535056,0.447007682,0.354902436,0.593110872
0.146771037,0.530247578,0.46839007,0.449819142,0.359072044,0.595093037
0.148727984,0.534122713,0.472245084,0.452630602,0.363241651,0.597416577
0.150684932,0.538902733,0.474923998,0.455442062,0.367411258,0.599354144
0.152641879,0.541657696,0.477574556,0.458253522,0.371580866,0.602233315
0.154598826,0.543346797,0.480225113,0.461064982,0.375750473,0.606673843
0.156555773,0.546609257,0.48287567,0.463876442,0.379920081,0.608826695
0.15851272,0.550469409,0.485526227,0.466690556,0.384089688,0.611460732
0.160469667,0.553067815,0.488176784,0.469508029,0.388259296,0.615500538
0.162426614,0.555447821,0.490827341,0.472325501,0.39223976,0.619590958
0.164383562,0.557158235,0.493477899,0.475142974,0.394422045,0.622885117
0.166340509,0.56027896,0.496128456,0.477960446,0.396604331,0.62583423
0.168297456,0.563616792,0.498779013,0.480777918,0.398786616,0.628848224
0.170254403,0.566764591,0.50142957,0.483595391,0.400968902,0.630600744
0.17221135,0.569429494,0.504080127,0.486412863,0.403151187,0.633369214
0.174168297,0.571367061,0.506730684,0.489230335,0.405333473,0.635952637
0.176125245,0.573950484,0.509381241,0.492047808,0.407515758,0.639297886
0.178082192,0.576318622,0.512031799,0.49486528,0.409698044,0.641550054
0.180039139,0.578261953,0.514682356,0.497532104,0.411880329,0.643487621
0.181996086,0.581837677,0.517332913,0.499933319,0.414062615,0.645640474
0.183953033,0.584284177,0.51998347,0.502334533,0.4162449,0.648581161
0.18590998,0.586019203,0.522634027,0.504735748,0.418427185,0.652314316
0.187866928,0.588805167,0.525284584,0.507136962,0.420609471,0.654251884
0.189823875,0.590864682,0.527935142,0.509538177,0.422791756,0.656404736
0.191780822,0.592815696,0.530585699,0.511939391,0.424974042,0.658557589
0.193737769,0.59590958,0.533236256,0.514340606,0.427156327,0.661571582
0.195694716,0.598104652,0.535886813,0.51674182,0.429338613,0.664155005
0.197651663,0.600321586,0.53853737,0.519143035,0.431520898,0.665877287
0.199608611,0.604305705,0.541187927,0.521544249,0.434741401,0.667384284
0.201565558,0.606764941,0.543838485,0.523945464,0.438191711,0.669537137
0.203522505,0.609257266,0.546489042,0.526346678,0.44164202,0.671631503
0.205479452,0.611505181,0.549139599,0.528747893,0.44509233,0.676426265
0.207436399,0.613562971,0.551790156,0.531149107,0.44854264,0.678363832
0.209393346,0.616361679,0.554440713,0.533550322,0.45199295,0.679870829
