fpr,Transformer,Charlson,Elixhauser,llama,Delpi
0.749510763,0.95780409,0.903287221,0.872944313,0.943329063,0.968137783
0.75146771,0.958665231,0.90404279,0.873790618,0.944561534,0.968137783
0.753424658,0.959095802,0.904798358,0.874636924,0.945794004,0.968137783
0.755381605,0.959526372,0.905553927,0.875483229,0.94669971,0.968137783
0.757338552,0.959741658,0.906309495,0.876329535,0.94720524,0.968568353
0.759295499,0.960172228,0.907065064,0.87717584,0.94771077,0.968998924
0.761252446,0.960172228,0.907820632,0.878022145,0.94835541,0.969644779
0.763209393,0.960818084,0.908576201,0.878868451,0.94908464,0.969644779
0.765166341,0.961248654,0.90933177,0.879714756,0.94981387,0.969644779
0.767123288,0.961679225,0.910087338,0.880561062,0.950023574,0.970290635
0.769080235,0.963401507,0.910842907,0.881407367,0.950664796,0.97050592
0.771037182,0.963401507,0.911598475,0.882253672,0.951383873,0.970936491
0.772994129,0.963616792,0.912354044,0.883099978,0.95210295,0.970936491
0.774951076,0.963616792,0.913109613,0.883946283,0.952822027,0.972012917
0.776908023,0.963832078,0.913865181,0.884792589,0.953509744,0.972012917
0.778864971,0.964477933,0.91462075,0.885638894,0.954423237,0.972012917
0.780821918,0.964477933,0.915376318,0.886485199,0.955476988,0.972443488
0.782778865,0.964477933,0.916131887,0.887331505,0.955834162,0.972658773
0.784735812,0.96555436,0.916887456,0.88817781,0.956191336,0.972658773
0.786692759,0.966200215,0.917643024,0.889024116,0.956927698,0.972874058
0.788649706,0.966630786,0.918398593,0.889870421,0.957222517,0.973304629
0.790606654,0.967061356,0.919154161,0.890716726,0.957386904,0.97416577
0.792563601,0.967707212,0.91990973,0.891563032,0.957551291,0.97416577
0.794520548,0.968353068,0.920665298,0.892409337,0.958277286,0.97459634
0.796477495,0.968998924,0.921420867,0.893255643,0.959040664,0.97459634
0.798434442,0.969214209,0.922176436,0.894101948,0.959652506,0.97459634
0.800391389,0.969644779,0.922932004,0.894948253,0.960369324,0.97459634
0.802348337,0.97007535,0.923687573,0.895794559,0.961181186,0.974811625
0.804305284,0.97007535,0.924443141,0.896640864,0.961993048,0.974811625
0.806262231,0.970290635,0.92519871,0.89748717,0.962804909,0.975242196
0.808219178,0.970721206,0.925954279,0.898333475,0.963616771,0.975888052
0.810176125,0.971151776,0.926709847,0.89917978,0.964428633,0.976964478
0.812133072,0.971497946,0.927465416,0.900026086,0.965240494,0.977395048
0.81409002,0.971797632,0.928220984,0.900872391,0.966052356,0.977395048
0.816046967,0.972228202,0.928976553,0.901718697,0.966666791,0.977395048
0.818003914,0.972658773,0.929732121,0.902565002,0.96719977,0.977610334
0.819960861,0.972874058,0.93048769,0.903411307,0.967562187,0.978256189
0.821917808,0.973304629,0.931243259,0.904257613,0.967926097,0.978256189
0.823874755,0.973304629,0.931998827,0.905103918,0.968298856,0.978256189
0.825831703,0.973519914,0.932754396,0.905950223,0.968698816,0.978256189
0.82778865,0.973735199,0.933509964,0.906796529,0.969098777,0.97868676
0.829745597,0.975026911,0.934265533,0.907642834,0.969444233,0.97868676
0.831702544,0.975457481,0.935021102,0.90848914,0.969761682,0.979511079
0.833659491,0.976103337,0.93577667,0.909335445,0.970301319,0.979763186
0.835616438,0.976318622,0.936532239,0.91018175,0.970648871,0.979763186
0.837573386,0.976964478,0.937287807,0.911028056,0.970996423,0.979978471
0.839530333,0.977179763,0.938043376,0.911874361,0.971336458,0.980839612
0.84148728,0.977825619,0.938798945,0.912720667,0.971557588,0.981054898
0.843444227,0.978040904,0.939554513,0.913566972,0.971675693,0.981054898
0.845401174,0.978256189,0.940310082,0.914413277,0.971887171,0.981270183
0.847358121,0.97911733,0.94106565,0.915259583,0.972139202,0.981916039
0.849315068,0.979547901,0.941821219,0.916105888,0.97248103,0.982346609
0.851272016,0.979978471,0.942576787,0.916952194,0.97290017,0.982346609
0.853228963,0.979978471,0.943332356,0.917798499,0.97331931,0.982346609
0.85518591,0.980409042,0.944087925,0.918644804,0.97373845,0.982561895
0.857142857,0.980409042,0.944843493,0.91949111,0.974146981,0.982992465
0.859099804,0.98072951,0.945599062,0.920337415,0.974516022,0.98320775
0.861056751,0.981270183,0.94635463,0.921183721,0.974885062,0.98320775
0.863013699,0.981485468,0.947110199,0.922030026,0.975254102,0.983423036
0.864970646,0.981485468,0.947865768,0.922876331,0.975623143,0.983853606
0.866927593,0.981700753,0.948621336,0.923722637,0.975992183,0.984068891
0.86888454,0.981916039,0.949376905,0.924568942,0.976361224,0.984499462
0.870841487,0.981916039,0.950132473,0.925415248,0.976730264,0.984930032
0.872798434,0.98277718,0.950888042,0.926261553,0.977099305,0.984930032
0.874755382,0.982992465,0.95164361,0.927107858,0.977468345,0.984930032
0.876712329,0.983423036,0.952399179,0.927954164,0.977837385,0.985575888
0.878669276,0.983853606,0.953154748,0.928800469,0.978593467,0.985791173
0.880626223,0.984284177,0.953910316,0.929646775,0.979355886,0.986006459
0.88258317,0.984714747,0.954665885,0.93049308,0.980118304,0.986221744
0.884540117,0.984930032,0.955421453,0.931339385,0.980880723,0.98729817
0.886497065,0.985145318,0.956177022,0.932342778,0.981101138,0.987513455
0.888454012,0.985145318,0.956932591,0.933805047,0.981303549,0.987944026
0.890410959,0.985791173,0.957688159,0.935267316,0.981548799,0.988374596
0.892367906,0.986221744,0.958443728,0.936729585,0.981874545,0.988374596
0.894324853,0.987082885,0.959199296,0.938191854,0.98220029,0.988589882
0.8962818,0.987593125,0.959954865,0.939654123,0.982526036,0.989020452
0.898238748,0.987944026,0.960710434,0.941096962,0.982851782,0.989451023
0.900195695,0.988408984,0.961466002,0.942506137,0.983222703,0.989451023
0.902152642,0.989235737,0.962221571,0.943915312,0.983646127,0.990096878
0.904109589,0.989235737,0.962977139,0.945324487,0.984069551,0.990312164
0.906066536,0.989235737,0.963732708,0.946733663,0.984469211,0.990742734
0.908023483,0.989666308,0.964488276,0.948142838,0.984697908,0.990742734
0.909980431,0.989881593,0.965243845,0.949552013,0.984926605,0.99138859
0.911937378,0.989881593,0.965999414,0.950961188,0.985153087,0.99138859
0.913894325,0.990096878,0.966754982,0.952370363,0.985307159,0.991603875
0.915851272,0.990742734,0.967510551,0.953779538,0.985461232,0.991603875
0.917808219,0.991023955,0.968266119,0.955188714,0.985615304,0.99181916
0.919765166,0.99181916,0.969021688,0.956247232,0.985769376,0.992249731
0.921722114,0.99181916,0.969777257,0.957134424,0.985923448,0.992680301
0.923679061,0.992034446,0.970532825,0.958021615,0.98607752,0.993326157
0.925636008,0.992249731,0.971288394,0.958908807,0.986231593,0.993541442
0.927592955,0.992512159,0.972043962,0.959795998,0.986385665,0.993972013
0.929549902,0.992895587,0.972799531,0.96068319,0.986539737,0.994402583
0.931506849,0.992895587,0.973555099,0.961570381,0.986693809,0.994402583
0.933463796,0.992895587,0.974310668,0.962457572,0.986847881,0.995339779
0.935420744,0.992895587,0.975066237,0.963344764,0.987001954,0.99547901
0.937377691,0.992991201,0.975821805,0.964231955,0.98745323,0.995694295
0.939334638,0.993326157,0.976577374,0.965119147,0.987983846,0.99590958
0.941291585,0.993326157,0.977332942,0.966006338,0.988514462,0.996124865
0.943248532,0.993326157,0.978088511,0.96689353,0.989181283,0.996555436
0.945205479,0.993326157,0.97884408,0.967780721,0.989489965,0.996986006
0.947162427,0.994402583,0.979599648,0.968667913,0.989752904,0.996986006
0.949119374,0.994617869,0.980355217,0.969555104,0.990104971,0.996986006
0.951076321,0.994833154,0.981110785,0.970442296,0.990591468,0.996986006
0.953033268,0.994833154,0.981866354,0.971329487,0.991077964,0.996986006
0.954990215,0.995048439,0.982621923,0.972216678,0.99156446,0.997631862
0.956947162,0.995263724,0.983377491,0.97310387,0.992050957,0.997847147
0.95890411,0.995263724,0.98413306,0.973991061,0.992510427,0.997847147
0.960861057,0.99547901,0.984888628,0.974878253,0.992852752,0.998062433
0.962818004,0.995694295,0.985644197,0.975765444,0.993195076,0.998062433
0.964774951,0.995694295,0.986399765,0.977048237,0.9935374,0.998062433
0.966731898,0.995694295,0.987155334,0.978394467,0.993774992,0.998062433
0.968688845,0.99590958,0.987910903,0.979740697,0.99406216,0.998277718
0.970645793,0.99630842,0.988666471,0.981086927,0.995368579,0.998277718
0.97260274,0.996986006,0.98942204,0.982433157,0.996022365,0.998708288
0.974559687,0.997416577,0.990177608,0.983779388,0.99616142,0.998708288
0.976516634,0.997416577,0.990933177,0.985125618,0.996300475,0.999138859
0.978473581,0.997761825,0.991688746,0.986471848,0.99643953,0.999138859
0.980430528,0.998277718,0.992444314,0.987818078,0.996578585,0.999354144
0.982387476,0.998708288,0.993199883,0.989164309,0.99669967,0.999354144
0.984344423,0.99897931,0.993955451,0.990510539,0.99669967,0.999354144
0.98630137,0.999354144,0.99471102,0.991856769,0.997274795,0.999354144
0.988258317,0.999354144,0.995466588,0.993202999,0.997983871,0.999354144
0.990215264,0.999569429,0.996222157,0.994428639,0.99852205,0.999354144
0.992172211,0.999569429,0.996977726,0.995570021,0.998731827,0.999354144
0.994129159,0.999784715,0.997733294,0.996548034,0.998821311,0.999354144
0.996086106,0.999784715,0.998488863,0.997639608,0.99883208,0.999354144
0.998043053,0.999784715,0.999244431,0.998732222,0.999245123,0.999569429
1,1,1,1,1,1
